PostalCode,MeanCrimes,SuburbName,Latitude,Longitude,DistCityCenter,Schools,Parks,Stations,Restaurants
3760,4.4,Smiths Gully,-37.5478739,145.2691533,40.20097858107425,0,0,0,0
3891,6.8,Koo Wee Rup North,-38.18986500000001,145.470198500526,58.91107624805851,1,1,0,0
3789,7.4,Sherbrooke,-37.6572776,145.4265611,43.616280190732574,0,0,1,0
3785,10.0,Tremont,-37.77946,145.71941172413798,65.21306842938253,0,0,0,0
3920,10.4,HMAS Cerberus,-38.40234,144.965533868726,63.94317455402234,0,0,0,0
