PostalCode,MeanCrimes,SumCrimes,SuburbName,Latitude,Longitude,DistCityCenter
3185,799.6,3998,Elsternwick,-37.885842499999995,145.00701519999998,6.9075527732479785
3185,799.6,3998,Gardenvale,-37.8981194,145.00918240000001,8.25993098284325
3185,799.6,3998,Ripponlea,-37.8638261,144.981637,4.036984665940247
3109,800.6,4003,Doncaster East,-37.7788744,145.1638815,17.054901883609062
3147,806.0,4030,Ashburton,-37.867358200000005,145.0806524,9.897914151980189
3147,806.0,4030,Ashwood,-37.85565995,145.09844123094,10.874877690683174
3194,818.0,4090,Mentone,-37.9813669,145.0689511,18.809748807659982
3194,818.0,4090,Moorabbin Airport,-37.97746179999999,145.09952969999998,19.70553872606681
3052,825.2,4126,Parkville,-37.83336129999999,144.9219203,5.130512016573934
3165,825.4,4127,Bentleigh East,-37.9220201,145.0665529,12.974077046649475
3200,828.6,4143,Frankston North,-38.1228524,145.1609788,36.48207124758804
3013,835.4,4177,Yarraville,-37.8180051,144.8819389,8.668368022105742
3162,860.4,4302,Caulfield,-37.882265000000004,145.022462837409,7.1432031125434925
3162,860.4,4302,Caulfield South,-37.894698999999996,145.02493230000002,8.451973005586892
3144,864.4,4322,Kooyong,-37.8576088,145.0350666,5.889642427138956
3144,864.4,4322,Malvern,-37.876835,145.0658739,9.333161314845613
3002,875.6,4378,East Melbourne,-37.812498,144.9858851,1.7568131942115992
3169,887.4,4437,Clarinda,-37.943109299999996,145.1060206,16.965908046366412
3169,887.4,4437,Clayton South,-37.9430924,145.125236,18.11084074205714
3135,892.0,4460,Heathmont,-37.8305406,145.2442572,23.230289562109252
3135,892.0,4460,Ringwood East,-37.813080799999994,145.2530126,24.053892360396954
3172,906.6,4533,Springvale South,-37.9708611,145.14786919999997,21.7140430109195
3172,906.6,4533,Dingley Village,-37.975576200000006,145.12564780000002,20.85107059218552
3018,908.6,4543,Altona,-37.88360825,144.7586157375,20.405078732285663
3018,908.6,4543,Seaholme,-37.8641585,144.8442324,12.588533510171859
3184,930.0,4650,Elwood,-37.8511511,144.9620399,3.055428479541173
3188,934.8,4674,Hampton,-27.3570077,152.06924030000002,1339.6853589654077
3188,934.8,4674,Hampton East,-37.9385409,145.0306726,13.125527941453655
3803,940.8,4704,Hallam,-38.0074845,145.268858,32.30422080546716
3910,974.4,4872,Langwarrin,-38.154582899999994,145.1973931,41.069061761604
3148,978.2,4891,Chadstone,-37.9173212,145.1304242,16.566300538675858
3941,988.2,4941,Rye,-38.315364200000005,145.000282,54.28635542691689
3941,988.2,4941,St Andrews Beach,-38.344727299999995,144.74209380000002,61.17293189582385
3941,988.2,4941,Tootgarook,-38.33757979999999,145.17732890000002,59.30372651226463
3130,1039.8,5199,Blackburn,-37.8053801,145.154324,15.526975755265624
3130,1039.8,5199,Blackburn North,-37.838832200000006,145.14878480000002,14.892588477991087
3130,1039.8,5199,Blackburn South,-37.8215116,145.1261267,12.868360467139466
3138,1044.2,5221,Mooroolbark,-37.7873186,145.38830369999997,36.171074540314244
3060,1050.0,5250,Fawkner,-37.702819899999994,144.9275403,14.616892193222034
3067,1059.6,5298,Abbotsford,-37.82762235,145.008091196346,2.4804555954225918
3124,1084.4,5422,Camberwell,-37.838462299999996,145.0740767,8.365263621694186
3183,1087.4,5437,St Kilda East,-37.8668218,145.00216569999998,4.786556345681698
3183,1087.4,5437,Balaclava,-37.878856799999994,144.9855487,5.7276186526642645
3019,1143.6,5718,Braybrook,-37.7867076,144.85484509999998,11.888300201384766
3015,1147.4,5737,Newport,-37.843596600000005,144.88047969999997,8.910094704574776
3015,1147.4,5737,Spotswood,-37.8296363,144.887901,8.08184550353657
3015,1147.4,5737,South Kingsville,-37.8306664,144.8713429,9.539401840725553
3008,1149.6,5748,Docklands,-37.81754229999999,144.9394923,3.717285430257817
3189,1161.8,5809,Moorabbin,-37.9414646,145.05783830000001,14.400554838274289
3095,1165.4,5827,Eltham,-37.71787,145.156690129179,19.762347791931614
3095,1165.4,5827,Eltham North,-37.697892100000004,145.14178069999997,20.26628183030649
3095,1165.4,5827,Research,-37.66994520000001,145.1916231,25.577034490607737
3024,1172.8,5864,Fieldstone,-37.70598629999999,144.7174013,26.746440755577417
3024,1172.8,5864,Mount Cottrell,-37.735676899999994,144.46947921550301,46.015391879265096
3024,1172.8,5864,Manor Lakes,-37.9064862,144.75330590000002,21.743615808318033
3024,1172.8,5864,Wyndham Vale,-37.9748784,144.62867930000002,34.90626903910016
3024,1172.8,5864,Mambourin,-37.8388844,144.5538125,37.447705742162796
3149,1187.6,5938,Mount Waverley,-37.9319869,145.18179881096,21.194783008024782
3131,1189.4,5947,Nunawading,-37.8173756,145.17653080000002,17.316678438551385
3131,1189.4,5947,Forest Hill,-37.818191999999996,145.19902119999998,19.28364556539848
3204,1195.2,5976,Bentleigh,-37.92633315,145.05430548523398,12.783654923142484
3204,1195.2,5976,McKinnon,-37.910594200000006,145.03863,10.579721284257161
3204,1195.2,5976,Ormond,-37.9039946,145.0432907,10.163863390973342
3025,1211.4,6057,Altona North,-37.8378229,144.8342853,12.838940981527498
3186,1212.6,6063,Brighton,-37.90560815,145.00275061303302,8.910919660769395
3071,1215.2,6076,Thornbury,-35.218771200000006,149.032214027361,464.0206261526948
3752,1234.4,6172,South Morang,-37.680561600000004,145.014410295635,16.629849024396847
3177,1258.0,6290,Doveton,-37.9887542,145.2385975,28.931539778606638
3177,1258.0,6290,Eumemmerring,-37.9985273,145.2469497,30.1818604109033
3976,1269.0,6345,Hampton Park,-38.03673679999999,145.25903119999998,33.780887324743524
3016,1297.4,6487,Williamstown,-37.8611788,144.8898569,8.744897990955549
3016,1297.4,6487,Williamstown North,-37.8526453,144.8688784,10.139691664219683
3163,1298.6,6493,Carnegie,-37.893372899999996,145.0559135,9.909281687850381
3163,1298.6,6493,Glen Huntly,-37.8923791,145.0413689,9.008818735976103
3163,1298.6,6493,Murrumbeena,-37.8968653,145.0703808,11.073067699181886
3802,1298.8,6494,Endeavour Hills,-37.9702665,145.25634430000002,28.99699042184115
3196,1309.4,6547,Bonbeach,-38.0630635,145.1276225,29.225528151097087
3196,1309.4,6547,Chelsea,-38.0497386,145.121407,27.656408087621998
3196,1309.4,6547,Chelsea Heights,-38.0408403,145.1341354,27.311836533689426
3196,1309.4,6547,Edithvale,-38.0375588,145.1149321,26.191538596950387
3101,1313.4,6567,Kew,-37.8033586,145.03332849999998,5.41477143677537
3044,1317.0,6585,Pascoe Vale,-37.7434265,144.9384767,10.039766266349902
3044,1317.0,6585,Pascoe Vale South,-38.3687445,144.77226819999998,62.87680147983056
3340,1319.8,6599,Parwan,-37.6727808,144.6993618,30.081362720351766
3340,1319.8,6599,Quandong,-37.804550799999994,144.99885419999998,3.0552940958911057
3173,1329.0,6645,Keysborough,-38.005360700000004,145.1674069,25.728093384694624
3915,1344.8,6724,Hastings,-38.225403899999996,145.17366919999998,47.39721935144019
3915,1344.8,6724,Tuerong,-37.6760643,145.1524368,22.67760352112762
3075,1419.6,7098,Lalor,-37.6027435,145.10083480000003,27.17662716127697
3140,1425.2,7126,Lilydale,-37.81068,145.350850076404,32.65064748732035
3170,1427.4,7137,Mulgrave,-37.905582,145.14556159999998,16.94150417624376
3061,1429.8,7149,Campbellfield,-37.6641298,144.959583,18.264780548624312
3338,1452.4,7262,Brookfield,-37.749373999999996,144.753027,21.75222170046859
3338,1452.4,7262,Cobblebank,-37.727933,144.70464750000002,26.61117037473806
3338,1452.4,7262,Exford,-37.7908381,144.55616569999998,37.455248462996025
3338,1452.4,7262,Eynesbury,-37.74986679999999,144.6482563,30.401492503714362
3338,1452.4,7262,Melton South,-37.6798651,144.5528895,40.984220809748905
3338,1452.4,7262,Strathtulloh,-37.7152241,144.75331269999998,23.51236360157095
3338,1452.4,7262,Weir Views,-37.866671999999994,145.1022346,11.595469058489773
3039,1462.2,7311,Moonee Ponds,-37.7397699,144.8847881,12.852383706326053
3178,1466.0,7330,Rowville,-37.9239267,145.24476719999998,25.60907772743095
3040,1466.2,7331,Aberfeldie,-37.7222576,144.88349419999997,14.455013756653564
3040,1466.2,7331,Essendon,-37.72692120000001,144.90041340000002,13.1936442127668
3040,1466.2,7331,Essendon West,-37.765575,144.9212864,8.604020307333629
3108,1473.6,7368,Doncaster,-37.7848299,145.1238431,13.516358289311063
3939,1475.0,7375,Rosebud,-38.3821684,144.8099264,63.45480375986464
