SuburbName,PostalCode,Latitude,Longitude,DistCityCenter
Kingsbury,3083,-37.715569,145.0355601,13.384310985775285
Northcote,3070,-31.857994,116.2680776,2692.1223179241533
Preston,3072,-37.72140035,145.009989357087,12.101063289699262
Reservoir,3073,-37.7123767,145.0074935,13.039596080541745
Thornbury,3071,-35.2187712,149.032214027361,464.0206261526948
Carrum Downs,3201,-38.0927904,145.1758001,34.140303332909326
Frankston,3199,-38.1444729,145.1268808,37.531707084872394
Frankston North,3200,-38.1228524,145.1609788,36.48207124758804
Frankston South,3199,-38.1765027,145.1295641,40.969737917507764
Langwarrin,3910,-38.1545829,145.1973931,41.069061761604004
Sandhurst,3977,-38.0819428,145.21039,34.77550187690641
Seaford,3198,-38.1048309,145.1384475,33.83040657432505
Skye,3977,-38.1051265,145.2162331,37.18540410914751
Langwarrin South,3911,-38.1891024,145.1910633,44.2685798020551
Bentleigh,3204,-37.92633315,145.054305485234,12.783654923142482
Bentleigh East,3165,-37.9220201,145.0665529,12.974077046649475
Caulfield,3162,-37.882265,145.022462837409,7.143203112543493
Caulfield East,3145,-37.881276,145.0420847,8.097151246806018
Caulfield North,3161,-37.870828,145.0218005,6.060756384427183
Caulfield South,3162,-37.894699,145.0249323,8.451973005586893
Carnegie,3163,-37.8933729,145.0559135,9.909281687850381
Elsternwick,3185,-37.8858425,145.0070152,6.907552773247979
Gardenvale,3185,-37.8981194,145.0091824,8.25993098284325
Glen Huntly,3163,-37.8923791,145.0413689,9.008818735976105
McKinnon,3204,-37.9105942,145.03863,10.57972128425716
Murrumbeena,3163,-37.8968653,145.0703808,11.073067699181887
Ormond,3204,-37.9039946,145.0432907,10.163863390973342
St Kilda East,3183,-37.8668218,145.0021657,4.786556345681698
Dandenong,3175,-37.98749,145.2147923,27.23073429572324
Dandenong North,3175,-37.9558319,145.2143234,25.042442445164625
Dandenong South,3175,-38.0279936,145.2209236,30.729731748937173
Keysborough,3173,-38.0053607,145.1674069,25.728093384694624
Noble Park,3174,-37.9695376,145.176703,23.40669358000507
Noble Park North,3174,-37.9512702,145.1908377,23.072067507700762
Springvale,3171,-37.9456253,145.1580111,20.421266009583398
Springvale South,3172,-37.9708611,145.1478692,21.7140430109195
Bangholme,3175,-38.0483919,145.1720859,29.793704109554845
Altona,3018,-37.88360825,144.7586157375,20.405078732285663
Altona Meadows,3028,-37.8814419,144.7845482,18.16919634158284
Altona North,3025,-37.8378229,144.8342853,12.838940981527498
Laverton,3028,-37.8593822,144.7671404,19.01617242101359
Newport,3015,-37.8435966,144.8804797,8.910094704574778
Spotswood,3015,-37.8296363,144.887901,8.08184550353657
Seabrook,3028,-31.6706883,116.7318562,2659.570389383354
Seaholme,3018,-37.8641585,144.8442324,12.58853351017186
South Kingsville,3015,-37.8306664,144.8713429,9.539401840725553
Williamstown,3016,-37.8611788,144.8898569,8.744897990955549
Williamstown North,3016,-37.8526453,144.8688784,10.139691664219683
Attwood,3049,-37.6670148,144.884862,19.714481409227595
Broadmeadows,3047,-37.673105,144.940159344803,17.53041486073192
Campbellfield,3061,-37.6641298,144.959583,18.264780548624312
Coolaroo,3048,-37.6567594,144.9345853,19.410134854196112
Craigieburn,3064,-37.5901421,144.9108265,27.096535660792373
Dallas,3047,-37.6708194,144.9354163,17.866216641641856
Gladstone Park,3043,-37.6898311,144.8944658,17.060229729824165
Greenvale,3059,-37.6347658,144.8814617,23.124602581483774
Jacana,3047,-37.6877427,144.9111681,16.683024709410585
Meadow Heights,3048,-37.6511668,144.9185521,20.34688990127954
Melbourne Airport,3045,-37.667111,144.833480766796,22.004712344861282
Roxburgh Park,3064,-31.7137023,115.729831454737,2745.290730421903
Somerton,3062,-37.634688,144.9507961,21.60402337506008
Westmeadows,3049,-37.6768765,144.8939017,18.38561139492459
Sunbury,3429,-35.15341375,149.119845045385,474.79519586460316
Bulla,3428,-15.7657897,130.039766,2858.422757702611
Clarkefield,3430,-37.465415,144.76960275978,44.33208810656323
Diggers Rest,3427,-37.61394,144.682186438156,35.36106147737834
Kalkallo,3064,-37.5309523,144.9496539,33.09734355271406
Mickleham,3064,-37.5616549,144.8773339,30.921264518811945
Oaklands Junction,3063,-37.5916891,144.841268461542,28.93064616753455
Wildwood,3429,-37.55692655,144.799086801365,34.04745934385983
Yuroke,3063,-37.5924148,144.883589068957,27.491722518747526
Aspendale,3195,-38.0219105,145.1024159,24.143852801479174
Aspendale Gardens,3195,-38.0221438,145.11984,24.884971879633316
Bonbeach,3196,-38.0630635,145.1276225,29.225528151097095
Braeside,3195,-38.0005245,145.1229578,22.97383878885019
Carrum,3197,-38.083045,145.180350343773,33.416977533660976
Chelsea,3196,-38.0497386,145.121407,27.656408087622
Chelsea Heights,3196,-38.0408403,145.1341354,27.311836533689423
Clarinda,3169,-37.9431093,145.1060206,16.965908046366412
Clayton South,3169,-37.9430924,145.125236,18.11084074205714
Dingley Village,3172,-37.9755762,145.1256478,20.851070592185522
Edithvale,3196,-38.0375588,145.1149321,26.191538596950384
Heatherton,3202,-37.9560844,145.0932067,17.417028347458555
Mentone,3194,-37.9813669,145.0689511,18.809748807659986
Moorabbin Airport,3194,-37.9774618,145.0995297,19.705538726066806
Mordialloc,3195,-37.9993584,145.0960708,21.659615355646324
Parkdale,3195,-37.9918673,145.081286,20.327825720427352
Patterson Lakes,3197,-38.0694493,145.1432329,30.48271493778736
Waterways,3195,-38.0147783,145.1305166,24.665273980967598
Bayswater,3153,-37.8457639,145.267993901458,25.39148513400905
Boronia,3155,-37.8563043,145.2859658,27.076821874500524
Ferntree Gully,3156,-37.87288335,145.237706565455,23.20029605141557
Knoxfield,3180,-37.8897731,145.2496342,24.680734635791506
Lysterfield,3156,-37.9348771,145.3017588,30.677092998039203
Rowville,3178,-37.9239267,145.2447672,25.60907772743095
Scoresby,3179,-37.9025786,145.2183066,22.539340228511143
Sassafras,3787,-37.8678412,145.3568039,33.40873870367859
The Basin,3154,-37.8556937,145.3214075,30.163340415286736
Upper Ferntree Gully,3156,-37.8966917,145.3098755,29.98238947923911
Wantirna,3152,-37.8523357,145.2259721,21.79331059769041
Wantirna South,3152,-37.8737902,145.2217475,21.85767012415446
Bulleen,3105,-37.7663109,145.121281014758,14.174085315939882
Doncaster,3108,-37.7848299,145.1238431,13.516358289311063
Doncaster East,3109,-37.7788744,145.1638815,17.054901883609062
Donvale,3111,-37.7898094,145.1914915,19.065571428538362
Nunawading,3131,-37.8173756,145.1765308,17.316678438551385
Park Orchards,3114,-37.7769195,145.2146209,21.386802555097866
Ringwood North,3134,-37.7930324,145.2312313,22.4205065672032
Templestowe,3106,-37.7540588,145.1486152,16.936904949786257
Templestowe Lower,3107,-37.7638749,145.1122762,13.624463935086323
Warrandyte,3113,-37.7585968,145.22762818933,23.088945877450445
Warrandyte South,3134,-37.7610033,145.2373853,23.81462604405243
Wonga Park,3115,-37.7356804,145.269802,27.46073935363072
Braybrook,3019,-37.7867076,144.8548451,11.888300201384764
Footscray,3011,-37.78933525,144.874128275157,10.217516893228222
Kingsville,3012,-37.8088622,144.8794356,9.065212564241655
Maidstone,3012,-37.7819337,144.8741606,10.584476489159785
Maribyrnong,3032,-37.7695144,144.8902049,10.186453896868636
Seddon,3011,-37.8067725,144.8915967,8.092339141801808
Tottenham,3012,-37.8046977,144.8529354,11.438411004248696
West Footscray,3012,-37.8005584,144.8710808,10.018779389363445
Yarraville,3013,-37.8180051,144.8819389,8.668368022105742
Bayswater North,3153,-37.8269747,145.2836847,26.69240478084108
Croydon,3136,-37.795177,145.284447,27.006298949110867
Croydon Hills,3136,-37.7759541,145.2671081,25.889012686842193
Croydon North,3136,-37.7718843,145.2839524,27.43382383876466
Croydon South,3136,-37.8150135,145.2736124,25.847218422278978
Heathmont,3135,-37.8305406,145.2442572,23.230289562109252
Kilsyth,3137,-37.8037844,145.3134593,29.431757916090795
Kilsyth South,3137,-37.8315054,145.3110008,29.094559858715847
Park Orchards,3114,-37.7769195,145.2146209,21.386802555097866
Ringwood,3134,-37.8114765,145.2334151,22.349995135197805
Ringwood East,3135,-37.8130808,145.2530126,24.053892360396954
Vermont,3133,-37.8384616,145.1993471,19.319572463130196
Warranwood,3134,-37.7725114,145.250157,24.53188347471591
Carlton,3053,-11.3299555,-67.6954911,13580.874869961335
Carlton North,3054,-37.7845585,144.9728553,4.822108103936523
Docklands,3008,-37.8175423,144.9394923,3.717285430257817
East Melbourne,3002,-37.812498,144.9858851,1.7568131942115992
Flemington,3031,-37.7867587,144.9193668,6.989301785790833
Kensington,3031,-37.7943554,144.9270487,5.930605198133158
Melbourne CBD,3000,-37.8141823,144.9598007,2.3062284041653016
Melbourne CBD (St Kilda Road area),3004,-37.7985747,144.9451741,4.436255541793762
North Melbourne,3051,-37.7871148,144.9515533,5.1402112637481645
Parkville,3052,-37.8333613,144.9219203,5.130512016573933
Port Melbourne,3207,-37.8253618,144.9640203,1.4126285091011708
Southbank,3006,-37.8253279,144.9493432,2.6922487140240103
South Wharf,3006,-37.8377695,144.9918537,1.5493877373646088
South Yarra,3141,-37.81044755,144.920429793501,5.557517348951235
West Melbourne,3003,-37.7193933,144.6694023,29.828264627654068
Aintree,3336,-37.70020195,144.676600098116,30.194096298400748
Bonnie Brook,3335,-37.6993389,144.5405513,41.17646214209378
Brookfield,3338,-37.749374,144.753027,21.75222170046859
Burnside,3023,-37.7324225,144.7555804,22.37623275168968
Burnside Heights,3023,-37.7345608,144.7371975,23.70741235240067
Caroline Springs,3023,-37.7063004,144.6025657,35.81032205169731
Cobblebank,3338,-37.727933,144.7046475,26.61117037473806
Deanside,3336,-37.7288883,144.542927959977,39.948321140089085
Exford,3338,-37.7908381,144.5561657,37.45524846299602
Eynesbury,3338,-37.7498668,144.6482563,30.401492503714362
Fieldstone,3024,-37.7059863,144.7174013,26.746440755577417
Fraser Rise,3336,-37.7000297,144.6351268,33.46649222318677
Grangefields,3335,-37.6567808,144.5525264,42.11288140408784
Harkness,3337,-37.6626777,144.5914403,38.77297588821299
Kurunjang,3337,-37.6835714,144.5828446,38.410772649587074
Melton,3337,-37.7060279,144.5717723,38.342773245705445
Melton South,3338,-37.6798651,144.5528895,40.984220809748905
Melton West,3337,-37.76249,144.62283,32.20357674227929
Mount Cottrell,3024,-37.7356769,144.469479215503,46.0153918792651
Parwan,3340,-37.6727808,144.6993618,30.081362720351766
Plumpton,3335,-37.7754956,144.7366326,22.146078957870273
Ravenhall,3023,-37.7312767,144.6607316,30.028939762897302
Rockbank,3335,-37.7324394,144.5975017,35.23846143395685
Strathtulloh,3338,-37.7152241,144.7533127,23.51236360157095
Taylors Hill,3037,-37.7274099,144.6259215,33.04923602408285
Thornhill Park,3335,-37.6026268,144.584952550434,42.816184401633464
Toolern Vale,3337,-37.8089015,144.721139,22.82661966449025
Truganina,3029,-37.7323715,144.5708942,37.47833621732304
Weir Views,3338,-37.866672,145.1022346,11.595469058489773
Ashwood,3147,-37.85565995,145.09844123094,10.874877690683174
Burwood,3125,-37.8822799,145.1001365,12.191087636859582
Chadstone,3148,-37.9173212,145.1304242,16.566300538675858
Clayton,3168,-37.8816255,145.1681838,17.59842286051885
Glen Waverley,3150,-37.8995028,145.0811583,11.9649683100414
Hughesdale,3166,-37.9076585,145.1084736,14.384442120818536
Huntingdale,3166,-37.9011951,145.130584919767,15.564559703423752
Monash University,3800,-37.8783923,145.1284919,14.225460683594626
Mount Waverley,3149,-37.9319869,145.18179881096,21.19478300802478
Mulgrave,3170,-37.905582,145.1455616,16.94150417624376
Notting Hill,3168,-37.90045995,145.088280502634,12.505672987709639
Oakleigh,3166,-37.9039215,145.1153403,14.617368731227057
Oakleigh East,3166,-37.9248257,145.0921745,14.63839395607395
Oakleigh South,3167,-37.9103266,145.1895175,20.58257011968864
Wheelers Hill,3150,-37.7596196,144.8974571,10.466829644694622
Aberfeldie,3040,-37.7222576,144.8834942,14.455013756653566
Airport West,3042,-37.7769563,144.9137235,8.090562408330817
Ascot Vale,3032,-37.7614537,144.862141,12.692817124662978
Avondale Heights,3034,-37.755963,144.916177904011,9.733528788609382
Essendon,3040,-37.7269212,144.9004134,13.193644212766799
Essendon Fields,3041,-37.7384762,144.9012027,12.082216976155447
Essendon North,3041,-37.75464,144.883441718625,11.730200489866995
Essendon West,3040,-37.765575,144.9212864,8.604020307333629
Moonee Ponds,3039,-37.7397699,144.8847881,12.852383706326053
Niddrie,3042,-37.7333202,144.9182433,11.798499560783428
Strathmore,3041,-37.7133663,144.8969057,14.646143537193828
Strathmore Heights,3041,-37.7807553,144.935503,6.5033041252401915
Travancore,3032,-37.7664715,144.9613103,6.987243259673613
Brunswick,3056,-37.7688802,144.9776825,6.529326307728527
Brunswick East,3057,-37.7633334,144.9425563,7.859860328314876
Brunswick West,3055,-37.7449752,144.9643314,9.286227555285993
Coburg,3058,-37.7243394,144.9675896,11.531185102992307
Coburg North,3058,-37.7052065,144.9696144,13.638489124569352
Fawkner,3060,-37.7028199,144.9275403,14.616892193222034
Glenroy,3046,-37.7027183,144.8975976,15.65633901410061
Gowanbrae,3043,-37.7101582,144.9502764,13.314454817840437
Hadfield,3046,-37.7181626,144.9189712,13.293101282234774
Oak Park,3046,-37.7250777,144.9379604,11.978862402725548
Pascoe Vale,3044,-37.7434265,144.9384767,10.039766266349902
Pascoe Vale South,3044,-38.3687445,144.7722682,62.876801479830554
Blairgowrie,3942,-38.3737241,144.8755654,61.430044806424554
Capel Sound,3940,-38.3418285,144.9655838,57.21406283451699
Dromana,3936,-38.3599791,144.9338501,59.35601792481944
McCrae,3938,-38.2197962,145.0412592,43.957677544276464
Mornington,3931,-38.19381,145.095732088415,41.983425230856355
Mount Eliza,3930,-38.2754676,145.0307737,50.01853304854077
Mount Martha,3934,-38.3228212,144.7004208,60.27531345214677
Portsea,3944,-38.3710325,144.9095115,60.761442391184225
Rosebud,3939,-38.3821684,144.8099264,63.45480375986463
Rye,3941,-38.3153642,145.000282,54.2863554269169
Safety Beach,3936,-38.4199773,144.83117,67.16468175791104
St Andrews Beach,3941,-38.3447273,144.7420938,61.17293189582385
Sorrento,3943,-38.3777277,144.8502239,62.23630808271322
Tootgarook,3941,-38.3375798,145.1773289,59.30372651226463
Bittern,3918,-38.3523582,145.2029503,61.55191993098947
Crib Point,3919,-38.307488,145.1902003,56.469205607076674
Hastings,3915,-38.2254039,145.1736692,47.39721935144019
Somerville,3912,-38.2637008,145.1871641,51.797734967635066
Tyabb,3913,-38.36077,144.959730916163,59.333370096511
Arthurs Seat,3936,-38.35716,145.12594484191,60.27778248728219
Balnarring,3926,-38.395945,145.113191146907,64.2873973559376
Balnarring Beach,3926,-38.2010079,145.1568582,44.338909892920846
Baxter,3911,-38.439545,144.903913613841,68.3925496100671
Boneo,3939,-38.466205,144.889216244444,71.47544855174726
Cape Schanck,3939,-38.418955,144.859891004844,66.61119115003332
Fingal,3939,-38.45564,144.985139639175,69.86078081486771
Flinders,3929,-38.382085,145.194820337715,64.48360439374164
HMAS Cerberus,3920,-38.40234,144.965533868726,63.94317455402233
Main Ridge,3928,-38.3998558,145.0986775,64.4982501586889
Merricks,3916,-38.3998558,145.0986775,64.4982501586889
Merricks Beach,3926,-38.34129,145.071874766734,57.705580691246865
Merricks North,3926,-38.245685,145.11613426233,48.01456750628897
Moorooduc,3933,-38.4190327,145.0752586,66.31503280773977
Point Leo,3916,-38.3799499,145.0264267,61.57556494267629
Red Hill,3937,-38.40638,145.029194632565,64.52484130963533
Red Hill South,3937,-38.4247467,145.0554939,66.75196510786952
Shoreham,3916,-38.3923474,145.1726499,65.04579653603473
Somers,3927,-38.297585,145.091226149873,53.18129348767711
Tuerong,3915,-37.6760643,145.1524368,22.67760352112762
Diamond Creek,3089,-37.6375848,145.1943394,28.32751378182982
Hurstbridge,3099,-37.7258538,145.2155463,23.607131077827937
North Warrandyte,3113,-37.7066557,145.189067,22.786059540503935
Research,3095,-37.6699452,145.1916231,25.57703449060774
Wattle Glen,3096,-37.700485,145.2777398125,29.762571121913897
Bend of Islands,3097,-37.65814,145.307188707865,34.408652436296336
Christmas Hills,3775,-37.6234258,145.2175327,30.866064940804993
Cottles Bridge,3099,-37.5963874,145.1428928,29.443448444270736
Doreen,3754,-37.6918649,145.2158904,25.66264617579545
Kangaroo Ground,3097,-37.5327424,145.341131,45.67987548213505
Kinglake,3763,-37.4778011,145.255932344565,45.87398247278135
Kinglake West,3778,-37.6091125,145.1829249,30.15876774739667
Nutfield,3099,-37.6413636,145.2390413,30.800641581022198
Panton Hill,3759,-37.6674499,145.1123773,21.283117205447365
Plenty,3090,-37.57944,145.28584035,38.557164612563376
St Andrews,3761,-37.6041172,145.2678984,35.49568517090353
Smiths Gully,3760,-37.5478739,145.2691533,40.20097858107424
Strathewen,3099,-37.5333775,145.4672481,53.957249501327965
Toolangi,3777,-37.6703909,145.2567324,29.97538961092664
Watsons Creek,3097,-37.569134,145.107832,30.87133835129382
Yan Yean,3755,-37.6375473,145.1349293,25.154203962174694
Yarrambat,3091,-37.8452062,144.957105,2.8013534650214202
Albert Park,3206,-37.8702943,144.9947414,4.92986981143328
Balaclava,3183,-37.8788568,144.9855487,5.7276186526642645
Elwood,3184,-37.8511511,144.9620399,3.0554284795411735
Middle Park,3206,-37.8777978,144.9952778,5.749747015224163
Ripponlea,3185,-37.8638261,144.981637,4.036984665940247
St Kilda,3182,-37.8579958,144.9712452,3.468952753005759
St Kilda West,3182,-37.8334603,144.9570188,2.11101977698234
South Melbourne,3205,-37.8567619,145.0206905,4.838894183748266
Armadale,3143,-37.841394,145.0358402,5.152986588597457
Kooyong,3144,-37.8576088,145.0350666,5.889642427138956
Malvern,3144,-37.876835,145.0658739,9.333161314845611
Malvern East,3145,-37.8478,145.0,2.8634949471897446
Prahran,3181,-37.8416141,145.0176215,3.6673348031087767
Toorak,3142,-37.8545227,144.9921665,3.1881129065446614
Windsor,3181,-37.8217009,145.152276,15.162151869214032
Blackburn,3130,-37.8053801,145.154324,15.526975755265626
Blackburn North,3130,-37.8388322,145.1487848,14.892588477991087
Blackburn South,3130,-37.8215116,145.1261267,12.868360467139466
Box Hill,3128,-37.8056831,145.1295748,13.378233940634917
Box Hill North,3129,-37.8366236,145.1233644,12.647056311345958
Box Hill South,3128,-37.8535935,145.150423,15.259405872962926
Burwood East,3151,-37.8362738,145.1690911,16.652068562195762
Forest Hill,3131,-37.818192,145.1990212,19.28364556539848
Mitcham,3132,-37.8384616,145.1993471,19.319572463130196
Vermont,3133,-37.854386,145.1878065,18.50782740894327
Vermont South,3133,-37.639111,145.0266224,21.360149900806718
Epping,3076,-37.66582655,145.017278589908,18.287403900961817
Lalor,3075,-37.6027435,145.1008348,27.17662716127697
Mernda,3754,-37.6641334,145.0642681,19.634749853180125
