PostalCode,MeanCrimes,SuburbName,Latitude,Longitude,DistCityCenter,Schools,Parks,Stations,Restaurants
3199,8345.6,Frankston South,-38.1765027,145.12956409999995,40.96973791750776,11,7,2,2
3030,6321.0,Cocoroc,-37.93908070000001,144.4789406,45.68983662512641,0,0,1,0
3977,5420.2,Tooradin North,-38.2138303,145.38168269999997,55.54762605064624,0,1,0,1
3977,5420.2,Cranbourne,-38.09983825,145.282937771062,40.292916052164564,12,4,3,3
3977,5420.2,Devon Meadows,-38.1620178,145.3024933,46.72965698922475,0,0,0,0
